user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day
26020,USA,24,2024-07-28,Free,Active,2,0,Yes,No,4,5.17,Indie,Daily Mix,Offline Party Mode,Smart Speaker,7,17
28533,France,37,2022-04-05,Premium Individual,Active,6,1,No,No,4,9.57,Bollywood,AI DJ,Better AI Recommendations,Desktop,1,9
46717,Argentina,55,2021-07-03,Student,Active,1,0,No,No,4,7.78,Lo-fi,Podcasts,Music History Analytics,Smart Speaker,9,13
39328,Egypt,46,2021-03-16,Premium Individual,Active,2,0,No,No,3,9.73,R&B,Discover Weekly,Mood-based Auto Playlists,Mobile,6,10
7241,Russia,36,2022-06-05,Free,Active,0,0,No,No,5,7.43,Jazz,Discover Weekly,Lyrics Translation,Mobile,11,13
37950,Thailand,58,2022-03-01,Free,Active,3,1,No,No,5,10.28,Hip-Hop,Offline Mode,Lyrics Translation,Mobile,11,10
2196,Philippines,40,2022-06-27,Student,Inactive,6,1,No,No,5,7.67,Lo-fi,Offline Mode,Concert Alerts,Desktop,8,10
3356,South Korea,27,2018-04-28,Premium Individual,Active,0,0,Yes,No,5,12.42,Hip-Hop,Lyrics,Offline Party Mode,Mobile,9,10
19734,Turkey,37,2020-03-01,Premium Individual,Inactive,3,1,No,No,4,11.72,Bollywood,Daily Mix,AI DJ,Mobile,3,9
34256,Philippines,52,2020-10-05,Premium Family,Inactive,3,1,No,No,4,5.91,Electronic,Playlists,Lyrics Translation,Desktop,6,6
49288,Japan,36,2022-08-26,Free,Inactive,6,1,No,No,5,14.53,Bollywood,AI DJ,AI DJ,Desktop,8,11
32257,Thailand,41,2020-10-07,Premium Individual,Active,1,0,No,No,4,9.68,Rock,AI DJ,Concert Alerts,Desktop,5,17
22181,Turkey,33,2020-09-23,Premium Family,Inactive,3,1,Yes,No,5,12.26,Blues,AI DJ,Offline Party Mode,Mobile,2,9
5194,South Korea,38,2020-04-22,Premium Duo,Active,0,0,Yes,No,5,13.93,Country,Lyrics,Offline Party Mode,Desktop,10,10
38428,Italy,52,2020-01-15,Premium Individual,Inactive,4,1,No,No,5,14.54,Classical,Podcasts,Offline Party Mode,Car System,6,9
44887,Saudi Arabia,23,2024-08-14,Free,Active,0,0,No,No,4,7.25,Techno,Lyrics,AI DJ,Smart Speaker,11,13
3792,Germany,23,2021-03-20,Premium Duo,Active,0,0,Yes,Yes,4,16.56,Indie,AI DJ,HiFi Audio,Smart Speaker,9,10
32567,Colombia,42,2021-09-25,Premium Individual,Active,0,0,No,No,4,11.26,Bollywood,Daily Mix,Offline Party Mode,Car System,9,13
15244,UK,55,2023-06-30,Premium Individual,Active,1,0,Yes,No,5,7.7,Indie,Radio,Lyrics Translation,Mobile,12,14
5241,Netherlands,19,2022-11-20,Free,Active,1,0,No,No,5,7.66,Punk,Offline Mode,Concert Alerts,Mobile,4,14
49219,Egypt,46,2020-09-26,Premium Duo,Inactive,6,1,Yes,No,3,13.6,Folk,Podcasts,Offline Party Mode,Car System,9,11
25535,Netherlands,51,2022-11-23,Free,Inactive,4,1,Yes,Yes,4,12.2,Classical,AI DJ,Social Listening,Tablet,10,9
47240,Indonesia,19,2021-08-09,Free,Active,1,0,No,No,3,11.95,Afrobeat,Podcasts,Vocal Remover,Mobile,9,10
8775,Philippines,54,2024-07-02,Free,Active,1,0,Yes,No,5,12.94,K-Pop,AI DJ,Mood-based Auto Playlists,Desktop,8,10
16521,Saudi Arabia,47,2021-08-08,Premium Individual,Active,2,0,Yes,Yes,4,8.04,Techno,Lyrics,Lyrics Translation,Car System,5,6
20312,Brazil,41,2023-04-26,Free,Active,2,0,No,No,3,17.34,Hip-Hop,AI DJ,Better AI Recommendations,Smart Speaker,3,8
3651,Japan,56,2023-06-06,Premium Family,Active,0,0,No,No,3,5.75,Jazz,Offline Mode,Offline Party Mode,Mobile,8,4
18559,Argentina,24,2023-06-06,Free,Active,5,1,No,No,4,3.02,Country,Lyrics,Lyrics Translation,Mobile,10,7
14821,Netherlands,48,2025-09-25,Premium Individual,Inactive,3,1,No,No,4,6.98,Pop,Discover Weekly,AI DJ,Mobile,5,9
34557,Turkey,17,2024-04-07,Free,Active,3,1,No,No,5,10.2,Ambient,Discover Weekly,Lyrics Translation,Smart Speaker,10,13
43884,South Korea,33,2021-01-02,Premium Individual,Active,1,0,Yes,No,4,15.63,Ambient,Daily Mix,VR Concert Experience,Mobile,6,10
40654,Japan,24,2020-08-27,Free,Inactive,3,1,No,No,2,6.88,Bollywood,Discover Weekly,Concert Alerts,Desktop,11,4
47622,Japan,37,2021-03-01,Free,Active,1,0,No,No,5,10.01,Folk,Playlists,Better AI Recommendations,Smart Speaker,9,11
49148,Netherlands,56,2023-07-12,Free,Active,0,0,No,No,4,13.94,Pop,Daily Mix,AI DJ,Mobile,8,10
441,Japan,28,2020-05-05,Free,Active,0,0,Yes,No,1,6.26,Folk,Lyrics,Better AI Recommendations,Car System,6,7
11355,Norway,35,2021-02-03,Free,Active,0,0,No,No,3,8.48,Electronic,Podcasts,Offline Party Mode,Desktop,8,13
15108,Indonesia,21,2021-02-16,Premium Individual,Active,0,0,Yes,Yes,3,7.96,K-Pop,Radio,Vocal Remover,Desktop,6,11
24502,Japan,28,2022-08-26,Student,Active,1,0,No,No,3,13.13,Hip-Hop,Radio,Collaborative Live Queues,Mobile,4,5
28552,Colombia,28,2022-01-11,Free,Active,2,0,No,No,4,11.75,Country,Playlists,AI DJ,Desktop,8,16
28774,Colombia,22,2024-10-11,Premium Individual,Active,1,0,No,No,4,6.0,Classical,Discover Weekly,Better AI Recommendations,Mobile,7,5
36618,France,33,2024-08-03,Premium Duo,Active,1,0,No,No,3,4.17,Lo-fi,Playlists,Mood-based Auto Playlists,Car System,7,8
28245,Brazil,48,2020-11-14,Premium Individual,Active,0,0,Yes,No,5,9.63,Synthwave,Podcasts,Music History Analytics,Smart Speaker,5,11
41308,India,24,2020-02-02,Premium Individual,Active,0,0,No,No,5,4.73,Indie,Radio,Better AI Recommendations,Desktop,8,11
833,Canada,56,2022-11-30,Free,Active,0,0,Yes,No,1,10.99,Indie,Radio,Better AI Recommendations,Desktop,5,9
8288,Japan,60,2023-10-20,Free,Active,1,0,No,No,4,3.74,J-Pop,Discover Weekly,HiFi Audio,Desktop,6,9
41226,Indonesia,35,2022-05-27,Premium Duo,Active,1,0,Yes,No,4,4.82,Techno,Lyrics,AI DJ,Mobile,7,7
13966,Thailand,58,2024-02-22,Free,Inactive,7,1,No,No,5,17.47,Blues,Offline Mode,Lyrics Translation,Tablet,9,11
6492,South Korea,19,2023-08-30,Premium Individual,Active,0,0,No,No,5,6.84,Blues,Playlists,Lyrics Translation,Desktop,8,16
10752,Japan,50,2024-05-19,Premium Individual,Active,0,0,No,No,5,12.21,Country,Radio,Mood-based Auto Playlists,Desktop,6,12
27956,Kenya,36,2023-03-14,Student,Inactive,3,1,No,No,5,14.13,Techno,Playlists,Offline Party Mode,Mobile,4,6
29402,Sweden,53,2018-10-23,Free,Active,0,0,No,No,4,9.52,Funk,Podcasts,Better AI Recommendations,Mobile,9,9
40589,Philippines,24,2024-07-31,Premium Duo,Active,3,1,No,No,3,10.89,Latin,AI DJ,Vocal Remover,Tablet,13,13
41994,Egypt,60,2018-12-28,Premium Duo,Active,1,0,No,No,3,9.43,Funk,Offline Mode,Offline Party Mode,Desktop,14,15
37137,South Korea,57,2024-06-10,Free,Active,0,0,Yes,Yes,4,7.83,Folk,Radio,HiFi Audio,Desktop,5,8
41703,France,39,2020-10-14,Premium Duo,Active,1,0,No,No,5,8.76,Classical,Offline Mode,Offline Party Mode,Tablet,8,5
37635,South Korea,17,2021-07-19,Free,Active,1,0,No,No,2,10.66,Lo-fi,Radio,Mood-based Auto Playlists,Desktop,12,14
7103,South Korea,51,2018-06-26,Premium Individual,Inactive,5,1,Yes,No,4,14.4,Jazz,Offline Mode,Music History Analytics,Desktop,5,12
32352,Saudi Arabia,28,2022-05-20,Free,Active,2,0,No,No,2,11.02,K-Pop,Offline Mode,VR Concert Experience,Smart Speaker,7,11
17462,Turkey,50,2024-08-11,Premium Individual,Active,2,0,No,No,5,9.32,Classical,Discover Weekly,Offline Party Mode,Desktop,7,11
2676,Vietnam,48,2024-03-24,Student,Active,1,0,No,No,4,10.25,Pop,Radio,Offline Party Mode,Car System,5,11
34453,Indonesia,41,2022-08-22,Premium Individual,Active,0,0,No,No,4,5.54,Punk,Podcasts,Offline Party Mode,Smart Speaker,10,12
35203,Thailand,49,2023-03-30,Premium Individual,Active,0,0,No,No,3,9.16,Classical,Daily Mix,HiFi Audio,Smart Speaker,9,11
35086,Sweden,40,2021-06-17,Premium Individual,Active,3,1,No,No,2,12.06,Jazz,Offline Mode,Mood-based Auto Playlists,Car System,8,7
25302,Germany,16,2022-06-20,Premium Individual,Active,0,0,No,No,5,1.38,Indie,Discover Weekly,Offline Party Mode,Smart Speaker,3,12
18248,Russia,58,2026-10-22,Premium Family,Active,0,0,No,No,3,8.43,Bollywood,Playlists,AI DJ,Desktop,13,9
26469,South Korea,51,2022-11-08,Premium Individual,Inactive,3,1,No,No,3,0.53,Hip-Hop,Discover Weekly,Concert Alerts,Mobile,9,9
39745,Saudi Arabia,39,2021-04-27,Premium Family,Active,0,0,No,No,3,11.08,Bollywood,Lyrics,Mood-based Auto Playlists,Desktop,10,9
39531,Egypt,33,2022-11-13,Free,Inactive,4,1,No,No,3,5.15,Hip-Hop,Playlists,Concert Alerts,Mobile,6,7
15277,Germany,36,2021-05-12,Free,Active,0,0,No,No,3,5.08,Synthwave,Daily Mix,Lyrics Translation,Mobile,9,16
27600,Nigeria,40,2023-03-21,Free,Inactive,4,1,No,No,5,13.96,Ambient,Podcasts,Concert Alerts,Desktop,10,8
16295,Saudi Arabia,22,2021-01-15,Free,Active,7,1,Yes,No,3,11.61,Folk,Discover Weekly,Mood-based Auto Playlists,Mobile,6,8
45921,Russia,57,2026-12-13,Premium Duo,Active,1,0,No,No,4,8.73,J-Pop,Lyrics,Mood-based Auto Playlists,Smart Speaker,8,10
42973,Nigeria,55,2019-04-02,Premium Family,Active,0,0,Yes,No,5,13.15,Electronic,Discover Weekly,Concert Alerts,Mobile,10,5
35740,Russia,58,2021-12-19,Free,Active,2,0,No,No,1,13.45,Techno,Discover Weekly,HiFi Audio,Car System,6,3
48071,India,42,2021-06-26,Premium Individual,Inactive,6,1,No,No,5,11.95,Folk,Lyrics,HiFi Audio,Smart Speaker,11,10
20739,Turkey,45,2024-05-12,Premium Family,Active,3,1,No,No,5,14.74,Bollywood,Podcasts,Mood-based Auto Playlists,Mobile,5,2
20165,Turkey,43,2023-09-06,Premium Individual,Active,2,0,Yes,Yes,1,13.03,Synthwave,Daily Mix,VR Concert Experience,Tablet,5,7
35799,Australia,32,2023-07-22,Premium Duo,Active,3,1,No,No,4,7.26,Bollywood,Daily Mix,HiFi Audio,Mobile,2,14
36932,Philippines,16,2022-08-18,Student,Inactive,7,1,No,No,4,8.43,Jazz,AI DJ,Lyrics Translation,Smart Speaker,5,9
40068,Sweden,35,2023-10-01,Premium Duo,Active,0,0,No,No,4,15.59,R&B,Playlists,Mood-based Auto Playlists,Desktop,14,5
7034,South Africa,51,2021-10-10,Premium Duo,Inactive,3,1,No,No,5,9.41,Lo-fi,AI DJ,AI DJ,Mobile,9,5
2920,Turkey,24,2024-12-17,Student,Active,0,0,No,No,3,12.82,Folk,Daily Mix,Offline Party Mode,Tablet,5,16
93,Netherlands,26,2021-12-09,Free,Active,2,0,Yes,No,3,9.46,Techno,Radio,Concert Alerts,Mobile,14,10
10069,Indonesia,32,2024-10-08,Free,Inactive,4,1,Yes,No,5,16.01,Afrobeat,Podcasts,Better AI Recommendations,Mobile,9,11
30149,Australia,21,2021-10-03,Free,Active,0,0,Yes,No,5,10.26,Country,Daily Mix,AI DJ,Car System,9,9
6805,Turkey,16,2022-07-27,Free,Inactive,4,1,Yes,No,3,11.69,Funk,AI DJ,AI DJ,Mobile,19,6
41740,Indonesia,29,2024-01-03,Premium Individual,Active,0,0,Yes,Yes,3,10.37,Lo-fi,Offline Mode,Better AI Recommendations,Mobile,6,11
26449,Indonesia,43,2023-09-27,Free,Active,0,0,Yes,Yes,1,11.1,Ambient,Lyrics,Offline Party Mode,Desktop,8,8
5101,Netherlands,48,2020-04-10,Premium Individual,Active,0,0,Yes,No,5,8.0,Afrobeat,Playlists,Offline Party Mode,Car System,8,7
6402,Turkey,37,2021-10-01,Free,Active,1,0,No,No,5,12.94,Punk,Discover Weekly,HiFi Audio,Mobile,11,6
14666,France,23,2026-03-06,Premium Individual,Active,1,0,Yes,Yes,5,3.85,Reggae,Radio,HiFi Audio,Mobile,9,13
3316,Egypt,20,2022-03-02,Student,Inactive,4,1,No,No,5,2.95,Afrobeat,Playlists,Better AI Recommendations,Tablet,10,12
20984,Sweden,16,2021-09-25,Premium Individual,Active,2,0,No,No,3,12.85,Classical,AI DJ,Song Identification,Desktop,9,9
32948,South Korea,16,2020-12-07,Free,Active,0,0,Yes,Yes,4,9.28,Funk,AI DJ,AI DJ,Car System,6,11
13519,Brazil,39,2026-01-18,Premium Individual,Active,2,0,No,No,1,19.71,K-Pop,Discover Weekly,VR Concert Experience,Smart Speaker,13,6
46709,Argentina,51,2018-10-14,Free,Inactive,3,1,No,No,2,8.04,Jazz,Daily Mix,Offline Party Mode,Smart Speaker,11,11
6593,France,33,2018-09-14,Free,Active,7,1,Yes,No,3,11.64,Indie,Playlists,Mood-based Auto Playlists,Desktop,7,10
12365,South Korea,44,2026-02-26,Premium Family,Active,0,0,No,No,4,16.59,Hip-Hop,AI DJ,AI DJ,Desktop,7,10
46391,France,44,2020-10-27,Premium Duo,Active,0,0,No,No,4,9.48,Lo-fi,Playlists,Concert Alerts,Car System,6,12
7319,Japan,27,2022-09-30,Free,Active,2,0,Yes,Yes,4,8.63,Jazz,AI DJ,Better AI Recommendations,Mobile,6,11
12944,South Korea,36,2021-07-07,Premium Individual,Active,0,0,No,No,5,9.95,Country,Playlists,Concert Alerts,Tablet,12,9
2884,Brazil,56,2020-07-31,Premium Individual,Active,1,0,No,No,1,2.0,Techno,Lyrics,Lyrics Translation,Tablet,8,7
25284,Norway,49,2020-06-03,Premium Family,Active,0,0,Yes,No,3,6.03,Ambient,Radio,AI DJ,Car System,4,11
1619,Egypt,56,2025-04-19,Student,Inactive,4,1,No,No,4,13.63,Blues,Playlists,Offline Party Mode,Mobile,7,12
1272,France,25,2018-10-25,Premium Individual,Active,8,1,No,No,4,6.7,Rock,Lyrics,Better AI Recommendations,Tablet,9,6
40128,Egypt,16,2024-02-26,Premium Individual,Active,1,0,No,No,1,9.66,Folk,Podcasts,AI DJ,Mobile,10,8
36318,South Africa,23,2022-04-04,Free,Inactive,3,1,Yes,Yes,4,13.27,Funk,AI DJ,Offline Party Mode,Tablet,12,8
48953,South Africa,44,2024-06-06,Premium Individual,Active,0,0,No,No,4,9.04,Afrobeat,Offline Mode,Vocal Remover,Smart Speaker,9,15
29241,South Korea,23,2018-02-28,Free,Active,1,0,No,No,3,13.13,Electronic,Radio,Social Listening,Mobile,5,6
25094,Brazil,36,2021-06-27,Free,Active,2,0,No,No,3,14.27,Indie,AI DJ,Lyrics Translation,Mobile,6,10
12385,Japan,45,2022-01-27,Premium Individual,Active,7,1,No,No,3,12.51,Jazz,Lyrics,Offline Party Mode,Desktop,5,7
34320,Vietnam,26,2018-07-24,Free,Active,1,0,Yes,Yes,5,1.92,Rock,Discover Weekly,HiFi Audio,Desktop,10,4
47780,Norway,48,2022-02-16,Free,Inactive,3,1,No,No,4,3.61,Indie,Podcasts,Lyrics Translation,Smart Speaker,5,6
12946,Mexico,50,2024-06-09,Free,Active,1,0,Yes,No,3,12.61,Ambient,Playlists,Lyrics Translation,Mobile,4,10
36061,Netherlands,41,2022-08-10,Premium Individual,Active,4,1,No,No,2,9.69,Metal,Daily Mix,Offline Party Mode,Desktop,9,10
5617,UK,29,2024-04-10,Premium Individual,Inactive,4,1,Yes,No,3,16.31,Funk,Playlists,Song Identification,Mobile,12,9
41884,Norway,59,2022-08-15,Premium Individual,Active,1,0,No,No,4,7.71,Afrobeat,Offline Mode,Mood-based Auto Playlists,Tablet,8,12
9040,France,28,2018-12-18,Free,Active,2,0,Yes,No,5,14.23,R&B,Offline Mode,Mood-based Auto Playlists,Desktop,14,4
25363,Thailand,23,2020-07-31,Free,Active,1,0,No,No,3,13.31,Blues,Offline Mode,Social Listening,Car System,6,10
13745,Japan,55,2021-03-28,Premium Family,Inactive,4,1,No,No,3,7.95,Techno,Playlists,AI DJ,Mobile,13,8
25048,Germany,58,2022-02-03,Free,Active,2,0,Yes,No,3,14.44,Indie,Offline Mode,Vocal Remover,Mobile,8,7
13037,Nigeria,28,2020-12-07,Free,Active,1,0,No,No,4,9.25,Synthwave,Discover Weekly,Offline Party Mode,Smart Speaker,13,12
36277,Brazil,51,2022-04-15,Free,Inactive,9,1,No,No,4,3.15,Country,AI DJ,Better AI Recommendations,Smart Speaker,6,6
2812,Saudi Arabia,37,2020-04-18,Premium Individual,Active,0,0,Yes,No,3,6.87,Synthwave,AI DJ,Offline Party Mode,Desktop,7,10
21718,Egypt,26,2023-04-07,Free,Active,0,0,No,No,4,5.3,Ambient,Daily Mix,Mood-based Auto Playlists,Desktop,6,14
46989,Germany,31,2021-03-21,Student,Active,1,0,Yes,No,5,10.01,Electronic,Radio,Social Listening,Mobile,6,11
48565,Argentina,32,2024-11-03,Premium Duo,Active,0,0,Yes,No,5,13.61,Electronic,Daily Mix,HiFi Audio,Smart Speaker,8,8
24261,Italy,44,2022-11-13,Premium Family,Active,1,0,No,No,1,7.51,Country,AI DJ,Collaborative Live Queues,Desktop,8,11
39926,Russia,50,2024-02-11,Premium Individual,Active,1,0,Yes,No,2,15.83,Ambient,Offline Mode,Better AI Recommendations,Desktop,6,11
16918,Sweden,18,2021-05-02,Free,Active,2,0,Yes,No,4,6.37,J-Pop,Offline Mode,VR Concert Experience,Car System,5,13
27997,Mexico,38,2020-08-04,Student,Active,1,0,Yes,Yes,3,3.49,Punk,AI DJ,Offline Party Mode,Mobile,8,14
37660,Japan,55,2023-04-22,Free,Active,0,0,No,No,5,15.36,Funk,Lyrics,Music History Analytics,Mobile,17,11
15747,Norway,46,2026-01-03,Free,Active,0,0,Yes,No,5,6.94,Jazz,Lyrics,Lyrics Translation,Desktop,7,6
46466,Sweden,51,2020-02-26,Premium Individual,Active,0,0,No,No,4,11.31,R&B,Podcasts,HiFi Audio,Mobile,3,10
40198,Netherlands,52,2025-02-22,Premium Individual,Active,0,0,No,No,3,14.53,Jazz,Offline Mode,Mood-based Auto Playlists,Mobile,6,6
39308,Norway,42,2024-03-27,Premium Individual,Active,0,0,No,No,4,12.01,Afrobeat,Offline Mode,HiFi Audio,Mobile,5,11
23903,South Korea,60,2020-12-16,Free,Active,1,0,Yes,Yes,5,7.96,Rock,Lyrics,HiFi Audio,Smart Speaker,8,7
19874,Japan,52,2023-12-04,Premium Individual,Active,4,1,No,No,3,7.28,Indie,Daily Mix,Mood-based Auto Playlists,Mobile,11,12
47957,France,48,2023-11-11,Student,Active,0,0,No,No,5,9.16,R&B,Lyrics,Offline Party Mode,Smart Speaker,7,7
13274,Philippines,50,2020-07-21,Free,Active,5,1,Yes,No,3,13.93,Classical,Radio,Offline Party Mode,Mobile,11,9
48338,Sweden,34,2025-05-21,Premium Individual,Active,0,0,No,No,3,5.52,Punk,Radio,Offline Party Mode,Desktop,4,7
19272,Indonesia,52,2022-11-05,Premium Individual,Inactive,4,1,No,No,5,6.69,Classical,Offline Mode,VR Concert Experience,Mobile,6,11
37095,Australia,42,2022-02-12,Premium Duo,Active,0,0,No,No,2,9.14,Bollywood,Discover Weekly,Better AI Recommendations,Car System,5,11
685,Japan,23,2020-07-16,Free,Active,3,1,No,No,3,16.93,Afrobeat,Offline Mode,VR Concert Experience,Mobile,4,12
24482,South Korea,16,2024-02-05,Premium Individual,Active,0,0,Yes,No,2,14.79,Lo-fi,AI DJ,Mood-based Auto Playlists,Desktop,7,6
12591,Norway,38,2018-05-15,Premium Family,Active,4,1,No,No,4,4.51,Indie,AI DJ,Lyrics Translation,Desktop,11,7
25152,Turkey,51,2021-06-30,Premium Duo,Active,0,0,Yes,No,4,4.01,Bollywood,Playlists,Better AI Recommendations,Desktop,3,10
17382,Japan,54,2024-05-29,Free,Active,0,0,No,No,1,9.88,Blues,Radio,Music History Analytics,Mobile,5,5
38275,Sweden,46,2018-09-07,Premium Family,Active,2,0,No,No,4,8.66,Metal,Offline Mode,Mood-based Auto Playlists,Desktop,12,10
1012,South Africa,44,2018-11-29,Free,Active,0,0,Yes,Yes,5,14.57,Hip-Hop,AI DJ,Lyrics Translation,Desktop,18,10
1001,Norway,22,2022-08-05,Premium Family,Active,0,0,No,No,4,7.7,Folk,Playlists,Offline Party Mode,Tablet,8,8
20172,Germany,55,2024-03-12,Premium Individual,Active,2,0,No,No,3,9.46,Jazz,AI DJ,Concert Alerts,Desktop,6,7
17937,Turkey,29,2024-03-29,Free,Active,4,1,Yes,No,4,1.8,Jazz,Podcasts,Music History Analytics,Tablet,9,12
44658,Sweden,20,2022-09-07,Premium Duo,Active,0,0,No,No,4,8.9,Afrobeat,Playlists,Offline Party Mode,Mobile,12,15
41223,South Korea,38,2022-11-12,Premium Individual,Active,1,0,Yes,No,3,12.53,Electronic,AI DJ,Vocal Remover,Car System,12,8
42706,Australia,60,2018-11-07,Premium Individual,Active,1,0,No,No,2,15.06,Funk,Playlists,HiFi Audio,Mobile,6,10
36950,Egypt,38,2018-02-18,Free,Active,0,0,Yes,No,3,8.2,Jazz,AI DJ,AI DJ,Mobile,10,11
17726,Kenya,33,2023-06-10,Premium Individual,Inactive,6,1,Yes,Yes,4,8.08,Ambient,Lyrics,Vocal Remover,Mobile,7,7
41036,South Africa,23,2022-12-18,Free,Active,2,0,No,No,5,16.45,Funk,Playlists,Music History Analytics,Mobile,7,12
2208,China,28,2023-12-31,Free,Active,5,1,No,No,5,9.89,Jazz,Offline Mode,VR Concert Experience,Desktop,8,13
11405,Egypt,17,2024-04-03,Premium Individual,Active,1,0,No,No,4,11.49,Indie,Playlists,Concert Alerts,Mobile,10,5
1538,Japan,46,2021-03-05,Premium Individual,Inactive,7,1,No,No,3,12.14,R&B,Offline Mode,Lyrics Translation,Mobile,10,9
49112,China,28,2022-10-18,Premium Family,Active,0,0,Yes,No,3,13.77,K-Pop,Podcasts,Better AI Recommendations,Mobile,10,11
39702,Italy,44,2024-11-06,Free,Inactive,4,1,No,No,1,14.0,Afrobeat,Daily Mix,Offline Party Mode,Smart Speaker,11,12
14556,Argentina,24,2022-11-26,Free,Active,1,0,No,No,3,12.43,Electronic,Podcasts,HiFi Audio,Mobile,10,10
23019,Turkey,44,2023-03-05,Student,Active,0,0,Yes,No,4,12.98,Ambient,Daily Mix,VR Concert Experience,Smart Speaker,9,7
26077,Italy,46,2022-01-16,Premium Family,Active,0,0,No,No,5,9.66,Funk,Radio,Lyrics Translation,Car System,2,9
1293,Argentina,31,2018-02-05,Premium Family,Active,2,0,No,No,5,5.5,Ambient,Offline Mode,Better AI Recommendations,Desktop,10,9
33810,Argentina,59,2023-05-15,Free,Active,1,0,No,No,3,5.99,Pop,Podcasts,Concert Alerts,Smart Speaker,5,11
34754,China,35,2022-03-11,Premium Individual,Active,0,0,Yes,No,4,15.54,Country,Radio,Lyrics Translation,Desktop,13,3
30029,Norway,51,2025-05-12,Premium Individual,Inactive,3,1,No,No,1,10.76,Hip-Hop,Playlists,Mood-based Auto Playlists,Mobile,6,9
33663,Turkey,17,2018-11-20,Free,Active,1,0,No,No,4,7.71,Lo-fi,Radio,HiFi Audio,Desktop,10,10
11939,South Africa,20,2022-04-12,Premium Individual,Active,0,0,No,No,4,0.0,Techno,Lyrics,Better AI Recommendations,Smart Speaker,11,13
15031,Netherlands,31,2022-01-22,Free,Active,0,0,Yes,No,4,4.33,Lo-fi,AI DJ,Offline Party Mode,Desktop,9,10
25694,France,38,2023-12-17,Premium Individual,Active,1,0,Yes,No,5,12.54,Indie,Discover Weekly,HiFi Audio,Mobile,3,8
39707,Indonesia,28,2020-05-06,Student,Active,1,0,No,No,3,10.04,Pop,Offline Mode,Offline Party Mode,Desktop,12,12
49831,Philippines,40,2020-04-09,Premium Individual,Active,1,0,Yes,No,5,4.04,Reggae,Discover Weekly,Offline Party Mode,Mobile,5,9
1216,Russia,25,2025-07-19,Premium Duo,Active,2,0,Yes,No,3,17.25,Rock,Discover Weekly,HiFi Audio,Mobile,8,9
22516,UK,28,2024-10-30,Free,Active,2,0,No,No,2,14.38,Pop,Podcasts,Better AI Recommendations,Smart Speaker,12,15
34268,South Korea,55,2024-05-22,Free,Inactive,5,1,No,No,4,10.88,Indie,Daily Mix,Mood-based Auto Playlists,Mobile,6,10
31200,Netherlands,35,2020-02-09,Premium Family,Inactive,5,1,No,No,5,16.09,Hip-Hop,Lyrics,AI DJ,Car System,9,10
46237,Russia,24,2024-02-27,Free,Active,1,0,Yes,No,5,13.46,Country,AI DJ,Vocal Remover,Tablet,6,10
16260,South Korea,55,2022-12-30,Free,Active,0,0,Yes,No,1,13.82,Blues,Podcasts,Offline Party Mode,Mobile,9,10
2731,South Korea,16,2021-09-30,Premium Individual,Active,1,0,Yes,No,5,16.0,Afrobeat,AI DJ,Lyrics Translation,Smart Speaker,7,3
17939,France,31,2020-01-08,Premium Individual,Inactive,3,1,Yes,No,3,19.77,Hip-Hop,AI DJ,AI DJ,Mobile,7,11
41243,Argentina,22,2020-12-01,Free,Active,0,0,Yes,No,4,12.37,Jazz,Podcasts,Collaborative Live Queues,Mobile,7,17
379,Netherlands,49,2021-05-19,Premium Individual,Active,0,0,Yes,No,3,7.96,Jazz,Podcasts,Better AI Recommendations,Mobile,8,14
15649,Russia,21,2022-03-27,Free,Active,0,0,No,No,4,12.57,Lo-fi,Offline Mode,Offline Party Mode,Desktop,8,11
48044,Egypt,54,2020-12-30,Premium Duo,Active,1,0,No,No,4,11.83,Pop,Discover Weekly,Mood-based Auto Playlists,Mobile,2,8
3028,Egypt,18,2024-10-10,Free,Active,0,0,Yes,No,4,7.06,Electronic,Lyrics,Mood-based Auto Playlists,Mobile,8,10
43250,Mexico,35,2021-10-14,Student,Active,2,0,No,No,1,12.4,Electronic,Radio,Offline Party Mode,Smart Speaker,8,8
26633,Turkey,59,2021-12-17,Student,Active,0,0,No,No,5,8.52,Ambient,Playlists,Mood-based Auto Playlists,Mobile,5,9
16860,Indonesia,28,2023-07-15,Premium Individual,Inactive,3,1,No,No,5,6.95,Blues,AI DJ,VR Concert Experience,Mobile,10,9
23574,Turkey,27,2020-08-18,Free,Active,0,0,Yes,No,4,8.8,Blues,Podcasts,Lyrics Translation,Mobile,11,14
21887,Netherlands,30,2023-10-30,Student,Active,0,0,No,No,5,11.47,Classical,Lyrics,HiFi Audio,Mobile,9,9
31480,Australia,34,2023-08-14,Premium Duo,Inactive,4,1,Yes,Yes,2,9.85,Jazz,Podcasts,AI DJ,Mobile,15,8
38000,Netherlands,30,2024-01-04,Free,Inactive,4,1,Yes,No,1,13.04,Bollywood,Lyrics,Social Listening,Desktop,11,7
45818,Japan,36,2023-09-06,Premium Individual,Active,0,0,Yes,No,5,12.13,Folk,AI DJ,VR Concert Experience,Desktop,7,6
19012,Netherlands,25,2018-08-14,Free,Active,2,0,No,No,5,9.83,Bollywood,Lyrics,HiFi Audio,Mobile,7,8
